1,770,2465
1,843,3345
1,897,3000
1,830,3600
1,929,3090
1,845,2475
1,669,2200
1,752,1900
1,847,1990
1,755,2510
2,1405,4080
2,1450,4975
2,1247,4000
2,1200,4500
2,1248,3620
2,1331,3150
2,1121,3170
2,1299,2395
2,1250,2705
2,1014,3840
3,1546,4595
3,2295,6300
3,1815,5351
3,1800,6000
3,1604,4740
3,1659,4825
3,2245,3315
3,1740,3185
3,2047,4395
3,1718,5265
,,
